directon,region,floor,house_price,zone,house_name,meters,xiaoqu,area 
南        ,菜户营,高楼层（24层）,5190,1室1厅1卫,整租·乐城1室1厅南,46㎡,乐城,西城
南 北        ,垡头,中楼层（28层）,4800,2室1厅1卫,整租·燕保祈东家园2室1厅南/北,79㎡,燕保祈东家园,朝阳
北        ,马连道,中楼层（12层）,4560,1室1厅1卫,整租·茶贸国际中心1室1厅北,34㎡,茶贸国际中心,西城
南 北        ,通州北苑,高楼层（6层）,3300,1室1厅1卫,整租·铁路宿舍1室1厅南/北,62㎡,铁路宿舍,通州
南 北        ,首都机场,高楼层（6层）,3800,2室1厅1卫,整租·南平里2室1厅南/北,59㎡,南平里,朝阳
南        ,东坝,低楼层（16层）,4390,1室1厅1卫,整租·东湾家园1室1厅南,63㎡,东湾家园,朝阳
南 北        ,旧宫,高楼层（6层）,2900,3室1厅1卫,整租·万源南里3室1厅南/北,80㎡,万源南里,丰台
北        ,六里桥,中楼层（18层）,5690,1室1厅1卫,整租·盛今佳园1室1厅北,28㎡,盛今佳园,海淀
南 北        ,高碑店,高楼层（6层）,5100,2室1厅1卫,整租·高碑店村5号院2室1厅南/北,60㎡,高碑店村5号院,朝阳
南        ,右安门内,低楼层（6层）,5490,1室1厅1卫,整租·右安门内西街1室1厅南,37㎡,右安门内西街,西城
东 西        ,定福庄,高楼层（6层）,4500,2室1厅1卫,整租·电建南院2室1厅东/西,70㎡,电建南院,朝阳
东        ,东直门,中楼层（12层）,6790,1室1厅1卫,整租·东直门北大街1室1厅东,41㎡,东直门北大街,东城
东        ,清河,低楼层（13层）,6990,1室1厅1卫,整租·莱圳家园1室1厅东,68㎡,莱圳家园,海淀
南        ,东直门,中楼层（14层）,6490,1室1厅1卫,整租·东直门外大街(东城）1室1厅南,44㎡,东直门外大街(东城）,东城
南 北        ,大红门,低楼层（6层）,4700,2室1厅1卫,整租·建欣苑四里2室1厅南/北,67㎡,建欣苑四里,丰台
东 西        ,华威桥,高楼层（6层）,5300,2室1厅1卫,整租·双龙南里2室1厅东/西,57㎡,双龙南里,朝阳
东        ,清河,中楼层（6层）,5690,1室1厅1卫,整租·永泰西里1室1厅东,44㎡,永泰西里,海淀
南        ,七里庄,高楼层（6层）,4500,2室1厅1卫,整租·泥洼路5号院2室1厅南,61㎡,泥洼路5号院,丰台
南        ,公主坟,中楼层（6层）,5890,1室1厅1卫,整租·翠微路甲9号院1室1厅南,43㎡,翠微路甲9号院,海淀
西        ,西三旗,中楼层（7层）,5290,1室1厅1卫,整租·建材城东一里1室1厅西,46㎡,建材城东一里,海淀
南        ,紫竹桥,中楼层（5层）,5500,1室1厅1卫,整租·紫竹院南路14号院1室1厅南,45㎡,紫竹院南路14号院,海淀
北        ,潘家园,高楼层（28层）,5600,1室1厅1卫,整租·百环花园1室1厅北,61㎡,百环花园,朝阳
东 西        ,七里庄,中楼层（6层）,4100,2室1厅1卫,整租·望园西里2室1厅东/西,58㎡,望园西里,丰台
南        ,永定门,中楼层（6层）,5090,1室1厅1卫,整租·李村南里1室1厅南,36㎡,李村南里,东城
东        ,华威桥,中楼层（24层）,5690,1室1厅1卫,整租·南新园1室1厅东,52㎡,南新园,朝阳
西        ,海淀北部新区,中楼层（14层）,4800,2室1厅1卫,整租·友谊嘉园一期2室1厅西,65㎡,友谊嘉园一期,海淀
北        ,石佛营,中楼层（22层）,5860,1室1厅1卫,整租·酷特区1室1厅北,42㎡,酷特区,朝阳
北        ,六里桥,低楼层（18层）,5730,1室1厅1卫,整租·盛今佳园1室1厅北,28㎡,盛今佳园,海淀
东        ,海淀北部新区,高楼层（13层）,4930,1室1厅1卫,整租·大牛坊1室1厅东,53㎡,大牛坊,海淀
南        ,安宁庄,高楼层（6层）,5990,2室1厅1卫,整租·毛纺住宅北小区2室1厅南,58㎡,毛纺住宅北小区,海淀
北        ,清河,中楼层（28层）,5760,1室1厅1卫,整租·燕清源1室1厅北,40㎡,燕清源,海淀
南        ,卢沟桥,中楼层（24层）,4390,1室1厅1卫,整租·晓月新城1室1厅南,69㎡,晓月新城,丰台
西        ,大望路,低楼层（27层）,7190,1室1厅1卫,整租·后现代城C区1室1厅西,64㎡,后现代城C区,朝阳
东 西        ,常营,低楼层（11层）,5000,1室1厅1卫,整租·柏林爱乐一期1室1厅东/西,55㎡,柏林爱乐一期,朝阳
南        ,新宫,高楼层（16层）,5190,2室1厅1卫,整租·南庭新苑北区2室1厅南,59㎡,南庭新苑北区,丰台
南        ,刘家窑,高楼层（18层）,4600,1室1厅1卫,整租·石榴园北里小区1室1厅南,51㎡,石榴园北里小区,丰台
西        ,双桥,高楼层（15层）,5730,1室1厅1卫,整租·朝阳旺角1室1厅西,71㎡,朝阳旺角,朝阳
东        ,红庙,低楼层（22层）,7390,2室1厅1卫,整租·慈云寺2室1厅东,58㎡,慈云寺,朝阳
南        ,旧宫,高楼层（6层）,3100,1室1厅1卫,整租·万源南里1室1厅南,54㎡,万源南里,丰台
南        ,甘家口,低楼层（6层）,6330,1室1厅1卫,整租·后白堆子1室1厅南,41㎡,后白堆子,海淀
南        ,垡头,低楼层（22层）,4300,1室1厅1卫,整租·双合家园1室1厅南,55㎡,双合家园,朝阳
北        ,奥林匹克公园,中楼层（27层）,6330,1室1厅1卫,整租·上元君庭1室1厅北,57㎡,上元君庭,朝阳
南        ,八角,高楼层（5层）,2600,1室1厅1卫,整租·八角路小区1室1厅南,34㎡,八角路小区,石景山
南 北        ,苹果园,高楼层（6层）,3800,1室1厅1卫,整租·苹果园小区一区1室1厅南/北,43㎡,苹果园小区一区,石景山
东        ,华威桥,高楼层（6层）,5290,1室1厅1卫,整租·双龙南里1室1厅东,38㎡,双龙南里,朝阳
南        ,武夷花园,高楼层（11层）,3600,1室0厅1卫,整租·月亮城堡1室0厅南,59㎡,月亮城堡,通州
南        ,西红门,高楼层（16层）,4690,2室1厅1卫,整租·阳光星苑2室1厅南,63㎡,阳光星苑,丰台
南        ,玉泉营,中楼层（21层）,5290,1室1厅1卫,整租·首经贸中街1号院1室1厅南,40㎡,首经贸中街1号院,丰台
南        ,东四,低楼层（1层）,3500,1室0厅1卫,整租·北沟沿1室0厅南,11㎡,北沟沿,东城
南        ,常营,中楼层（11层）,6000,2室1厅1卫,整租·苹果派2室1厅南,60㎡,苹果派,朝阳
北        ,西坝河,低楼层（28层）,5600,1室0厅1卫,整租·土星园1室0厅北,60㎡,土星园,朝阳
东北        ,双桥,中楼层（22层）,4800,2室1厅1卫,整租·东一时区2室1厅东北,86㎡,东一时区,朝阳
南        ,广安门,中楼层（20层）,5400,1室1厅1卫,整租·荣丰20081室1厅复式南,32㎡,荣丰2008,西城
南        ,潘家园,高楼层（18层）,4600,1室1厅1卫,整租·华威西里1室1厅南,43㎡,华威西里,朝阳
西南        ,酒仙桥,高楼层（24层）,5600,1室0厅1卫,整租·梵谷水郡1室0厅西南,45㎡,梵谷水郡,朝阳
南        ,刘家窑,高楼层（6层）,4500,1室1厅1卫,整租·石榴园南里小区1室1厅南,49㎡,石榴园南里小区,丰台
北        ,大望路,低楼层（14层）,6530,1室1厅1卫,整租·后现代城A区1室1厅北,51㎡,后现代城A区,朝阳
南        ,定福庄,低楼层（18层）,5000,1室1厅1卫,整租·泰福苑D3区1室1厅南,60㎡,泰福苑D3区,朝阳
东南        ,西三旗,低楼层（22层）,5790,2室1厅1卫,整租·建材城东二里2室1厅东南,69㎡,建材城东二里,海淀
西        ,广渠门,高楼层（15层）,6060,1室1厅1卫,整租·东方财富1室1厅西,45㎡,东方财富,东城
南        ,菜户营,低楼层（24层）,5260,1室1厅1卫,整租·乐城1室1厅南,46㎡,乐城,西城
南 北        ,安宁庄,高楼层（5层）,5500,2室1厅1卫,整租·水利局一处宿舍2室1厅南/北,60㎡,水利局一处宿舍,海淀
西        ,双桥,低楼层（9层）,6390,1室1厅1卫,整租·中建玲珑山1室1厅西,52㎡,中建玲珑山,朝阳
西北        ,东大桥,中楼层（25层）,5500,1室1厅1卫,整租·向军南里1室1厅西北,42㎡,向军南里,朝阳
南        ,右安门内,中楼层（6层）,6890,2室1厅1卫,整租·信建里小区2室1厅南,54㎡,信建里小区,西城
南        ,石景山其它,高楼层（5层）,2500,1室1厅1卫,整租·高井1室1厅南,36㎡,高井,石景山
南 北        ,定福庄,高楼层（6层）,4000,1室1厅1卫,整租·定福庄南里3号院1室1厅南/北,51㎡,定福庄南里3号院,朝阳
北        ,三元桥,中楼层（7层）,7090,1室1厅1卫,整租·格纳斯1室1厅北,50㎡,格纳斯,朝阳
南 北        ,刘家窑,低楼层（6层）,4300,1室1厅1卫,整租·石榴园北里小区1室1厅南/北,51㎡,石榴园北里小区,丰台
南 北        ,鼓楼大街,低楼层（6层）,2900,2室1厅1卫,整租·五街满井胡同2室1厅南/北,59㎡,五街满井胡同,昌平
东        ,苹果园,低楼层（18层）,4200,2室1厅1卫,整租·海特花园小区2室1厅东,60㎡,海特花园小区,石景山
南        ,玉泉营,中楼层（6层）,4000,2室1厅1卫,整租·新村二里2室1厅南,50㎡,新村二里,丰台
东 南        ,五棵松,低楼层（6层）,5000,2室1厅1卫,整租·永定路70号院2室1厅东/南,60㎡,永定路70号院,海淀
南 北        ,天坛,高楼层（6层）,5200,2室1厅1卫,整租·天坛北里2室1厅南/北,44㎡,天坛北里,东城
南        ,潘家园,高楼层（10层）,4600,1室0厅1卫,整租·弘善家园1室0厅南,45㎡,弘善家园,朝阳
南 北        ,双桥,低楼层（6层）,5000,1室1厅1卫,整租·朝阳旺角1室1厅南/北,101㎡,朝阳旺角,朝阳
南 北        ,亦庄,高楼层（6层）,3600,2室1厅1卫,整租·贵园北里戊区2室1厅南/北,59㎡,贵园北里戊区,亦庄开发区
北        ,方庄,低楼层（30层）,5500,1室1厅1卫,整租·10AM新坐标1室1厅北,56㎡,10AM新坐标,朝阳
西        ,通州其它,中楼层（11层）,3100,1室1厅1卫,整租·IN北京1室1厅西,60㎡,IN北京,通州
南 北        ,通州其它,中楼层（6层）,2500,2室1厅1卫,整租·徐辛庄2室1厅南/北,84㎡,徐辛庄,通州
南        ,西红门,高楼层（6层）,3400,1室1厅1卫,整租·宏福园1室1厅南,56㎡,宏福园,大兴
南        ,马驹桥,低楼层（20层）,2500,1室0厅1卫,整租·融科钧廷1室0厅南,42㎡,融科钧廷,通州
北        ,回龙观,低楼层（18层）,5090,1室1厅1卫,整租·东亚上北中心1室1厅北,43㎡,东亚上北中心,昌平
东        ,东坝,低楼层（20层）,4200,1室1厅1卫,整租·东泽园1室1厅东,60㎡,东泽园,朝阳
东        ,良乡,低楼层（6层）,2830,1室1厅1卫,整租·蓝光星华海悦城1室1厅东,47㎡,蓝光星华海悦城,房山
西        ,常营,低楼层（27层）,5200,1室1厅1卫,整租·北京新天地五期1室1厅西,62㎡,北京新天地五期,朝阳
东南        ,东坝,低楼层（29层）,6190,2室1厅1卫,整租·首开畅颐园2室1厅东南,88㎡,首开畅颐园,朝阳
南 北        ,惠新西街,低楼层（6层）,6000,2室1厅1卫,整租·小关北里2室1厅南/北,57㎡,小关北里,朝阳
北        ,天通苑,中楼层（20层）,4930,1室1厅1卫,整租·东亚奥北中心北区1室1厅北,31㎡,东亚奥北中心北区,昌平
南        ,太平桥,高楼层（6层）,4600,1室1厅1卫,整租·太平桥东里1室1厅南,40㎡,太平桥东里,丰台
西南        ,方庄,高楼层（18层）,5460,1室1厅1卫,整租·芳古园一区1室1厅西南,35㎡,芳古园一区,丰台
西南        ,鲁谷,高楼层（20层）,3800,1室1厅1卫,整租·永乐东区1室1厅西南,47㎡,永乐东区,石景山
东 西        ,十里堡,高楼层（6层）,5200,2室1厅1卫,整租·十里堡东里2室1厅东/西,58㎡,十里堡东里,朝阳
南 北        ,五里店,低楼层（6层）,3200,1室1厅1卫,整租·五里店南里1室1厅南/北,35㎡,五里店南里,丰台
北        ,常营,中楼层（15层）,6460,1室1厅1卫,整租·万象新天二区1室1厅北,67㎡,万象新天二区,朝阳
南 北        ,劲松,低楼层（12层）,6000,2室1厅1卫,整租·劲松一区2室1厅南/北,53㎡,劲松一区,朝阳
南        ,广安门,高楼层（6层）,6660,2室1厅1卫,整租·手帕口北街2室1厅南,57㎡,手帕口北街,西城
南 北        ,马家堡,高楼层（6层）,4500,1室1厅1卫,整租·富卓苑1室1厅南/北,57㎡,富卓苑,丰台
南        ,南口,低楼层（5层）,2000,1室1厅1卫,整租·南厂北区1室1厅南,34㎡,南厂北区,昌平
南        ,霍营,中楼层（6层）,5090,1室0厅1卫,整租·华龙苑南里1室0厅南,35㎡,华龙苑南里,昌平
南 北        ,天宁寺,高楼层（5层）,6000,3室1厅1卫,整租·天宁寺前街北里3室1厅南/北,82㎡,天宁寺前街北里,西城
西南        ,常营,中楼层（16层）,6890,2室1厅1卫,整租·北京像素南区2室1厅西南,55㎡,北京像素南区,朝阳
南        ,甜水园,高楼层（6层）,6990,2室1厅1卫,整租·六里屯北里2室1厅南,54㎡,六里屯北里,朝阳
东        ,紫竹桥,高楼层（6层）,6760,2室1厅1卫,整租·车道沟南里2室1厅东,55㎡,车道沟南里,海淀
北        ,军博,高楼层（6层）,4700,1室1厅1卫,整租·铁西小区1室1厅北,43㎡,铁西小区,海淀
西南        ,团结湖,中楼层（12层）,6830,2室1厅1卫,整租·水碓子西里2室1厅西南,58㎡,水碓子西里,朝阳
南        ,学院路,中楼层（6层）,5200,1室1厅1卫,整租·林大北路6号院1室1厅南,54㎡,林大北路6号院,海淀
南        ,芍药居,高楼层（5层）,6190,2室1厅1卫,整租·隆远阁2室1厅南,40㎡,隆远阁,朝阳
南        ,定福庄,高楼层（7层）,3500,1室1厅1卫,整租·福怡苑1室1厅南,50㎡,福怡苑,朝阳
南        ,三里屯,中楼层（6层）,6290,1室1厅1卫,整租·白家庄北里1室1厅南,42㎡,白家庄北里,朝阳
东        ,高碑店,低楼层（24层）,6290,1室1厅1卫,整租·兴隆家园1室1厅东,49㎡,兴隆家园,朝阳
南        ,石佛营,高楼层（17层）,6430,1室1厅1卫,整租·润枫嘉尚1室1厅南,40㎡,润枫嘉尚,朝阳
南        ,后沙峪,中楼层（12层）,3630,1室1厅1卫,整租·绿地顺义启航国际1室1厅南,40㎡,绿地顺义启航国际,顺义
南 北        ,青塔,高楼层（6层）,4300,2室1厅1卫,整租·蔚园2室1厅南/北,60㎡,蔚园,丰台
南        ,国展,中楼层（5层）,6930,2室1厅1卫,整租·MASTER领域2室1厅南,55㎡,MASTER领域,朝阳
南        ,永定门,中楼层（6层）,4100,1室1厅1卫,整租·西革新里110号院1室1厅南,48㎡,西革新里110号院,东城
南        ,六里桥,中楼层（18层）,6990,2室1厅1卫,整租·盛今佳园2室1厅南,33㎡,盛今佳园,海淀
东 西        ,万达,高楼层（7层）,3600,2室1厅1卫,整租·潞河中学北街26号院2室1厅东/西,80㎡,潞河中学北街26号院,通州
南        ,团结湖,中楼层（6层）,6130,1室1厅1卫,整租·团结湖北三条1室1厅南,37㎡,团结湖北三条,朝阳
南 北        ,和义,中楼层（6层）,4200,2室2厅1卫,整租·久敬佳园一区2室2厅南/北,100㎡,久敬佳园一区,丰台
南        ,紫竹桥,中楼层（5层）,6790,2室1厅1卫,整租·三虎桥南路17号院2室1厅南,54㎡,三虎桥南路17号院,海淀
西南        ,定福庄,高楼层（6层）,3700,1室1厅1卫,整租·绿岛苑东区1室1厅西南,53㎡,绿岛苑东区,朝阳
南        ,石佛营,高楼层（17层）,6890,1室1厅1卫,整租·润枫嘉尚1室1厅南,40㎡,润枫嘉尚,朝阳
南        ,临河里,中楼层（12层）,3200,1室1厅1卫,整租·久居雅园1室1厅南,74㎡,久居雅园,通州
东南        ,石景山其它,高楼层（6层）,2800,2室1厅1卫,整租·现代生活2室1厅东南,62㎡,现代生活,石景山
南        ,酒仙桥,低楼层（5层）,5100,2室1厅1卫,整租·酒仙桥十街坊2室1厅南,50㎡,酒仙桥十街坊,朝阳
南        ,石景山其它,中楼层（5层）,3000,2室1厅1卫,整租·高井2室1厅南,55㎡,高井,石景山
南 北        ,通州其它,高楼层（8层）,2600,3室1厅1卫,整租·首开缇香郡3室1厅南/北,89㎡,首开缇香郡,通州
西        ,学院路,高楼层（15层）,6630,1室1厅1卫,整租·清枫华景园1室1厅西,53㎡,清枫华景园,海淀
南 北        ,北苑,中楼层（6层）,5300,2室1厅1卫,整租·环科院2室1厅南/北,55㎡,环科院,朝阳
南 北        ,陶然亭,低楼层（6层）,5000,2室1厅1卫,整租·车站路6号院2室1厅南/北,49㎡,车站路6号院,东城
南        ,东坝,低楼层（12层）,5400,2室1厅1卫,整租·上东上层2室1厅南,82㎡,上东上层,朝阳
南 北        ,顺义其它,低楼层（11层）,2800,2室2厅1卫,整租·水色时光五区2室2厅南/北,106㎡,水色时光五区,顺义
东 西        ,农展馆,中楼层（6层）,5500,1室1厅1卫,整租·朝阳公园西里北区1室1厅东/西,46㎡,朝阳公园西里北区,朝阳
北        ,望京,中楼层（24层）,6930,1室1厅1卫,整租·博雅国际1室1厅北,49㎡,博雅国际,朝阳
南        ,上地,高楼层（12层）,6290,1室1厅1卫,整租·当代城市家园1室1厅南,51㎡,当代城市家园,海淀
西南        ,和平里,中楼层（6层）,5300,1室1厅1卫,整租·和平里五区1室1厅西南,41㎡,和平里五区,东城
南 北        ,九棵树(家乐福),高楼层（6层）,3500,2室1厅1卫,整租·翠屏南里2室1厅南/北,91㎡,翠屏南里,通州
南        ,和义,中楼层（3层）,3400,2室1厅1卫,整租·东高地2室1厅南,60㎡,东高地,丰台
南        ,广安门,中楼层（26层）,4200,1室1厅1卫,整租·荣丰20081室1厅南,34㎡,荣丰2008,西城
南        ,首都机场,高楼层（6层）,2500,1室1厅1卫,整租·南平里1室1厅南,40㎡,南平里,朝阳
南 北        ,果园,中楼层（6层）,3500,2室1厅1卫,整租·艺苑西里2室1厅南/北,81㎡,艺苑西里,通州
南 北        ,劲松,地下室（6层）,5300,2室1厅1卫,整租·农光东里2室1厅南/北,60㎡,农光东里,朝阳
南 北        ,黄村火车站,高楼层（6层）,3200,1室1厅1卫,整租·锦华园1室1厅南/北,68㎡,锦华园,大兴
东        ,西三旗,高楼层（23层）,5260,1室1厅1卫,整租·上奥世纪中心1室1厅东,47㎡,上奥世纪中心,昌平
南 北        ,管庄,高楼层（6层）,4800,2室1厅1卫,整租·管庄西里2室1厅南/北,65㎡,管庄西里,朝阳
南        ,潘家园,高楼层（14层）,6530,1室1厅1卫,整租·弘善家园1室1厅南,60㎡,弘善家园,朝阳
西北        ,潘家园,低楼层（28层）,5700,2室1厅1卫,整租·弘善家园2室1厅西北,83㎡,弘善家园,朝阳
西南        ,高碑店,低楼层（24层）,6660,2室1厅1卫,整租·富华家园2室1厅西南,73㎡,富华家园,朝阳
南        ,红庙,高楼层（7层）,6830,1室1厅1卫,整租·呼家楼西里1室1厅南,46㎡,呼家楼西里,朝阳
南 北        ,南邵,高楼层（6层）,2900,2室1厅1卫,整租·自来水宿舍楼2室1厅南/北,76㎡,自来水宿舍楼,昌平
南        ,红庙,中楼层（6层）,6790,2室1厅1卫,整租·红庙北里2室1厅南,57㎡,红庙北里,朝阳
南 西南        ,新街口,地下室（6层）,6000,2室1厅1卫,整租·新街口西里一区2室1厅南/西南,59㎡,新街口西里一区,西城
西        ,田村,高楼层（15层）,5500,2室1厅1卫,整租·永达逸家2室1厅西,59㎡,永达逸家,海淀
南        ,苹果园,中楼层（6层）,4790,2室1厅1卫,整租·西井小区一区2室1厅南,44㎡,西井小区一区,石景山
南 北        ,定福庄,中楼层（18层）,5600,2室1厅1卫,整租·定福庄西街2室1厅南/北,77㎡,定福庄西街,朝阳
南        ,看丹桥,高楼层（5层）,5330,2室1厅1卫,整租·新华街五里2室1厅南,60㎡,新华街五里,丰台
北        ,潘家园,低楼层（28层）,4300,1室0厅1卫,整租·弘善家园1室0厅北,30㎡,弘善家园,朝阳
北        ,常营,中楼层（26层）,6290,2室1厅1卫,整租·首开畅心园2室1厅北,72㎡,首开畅心园,朝阳
南        ,青塔,中楼层（6层）,3800,1室1厅1卫,整租·青塔秀园1室1厅南,46㎡,青塔秀园,丰台
北        ,甜水园,中楼层（6层）,6990,2室1厅1卫,整租·水碓子东路2室1厅北,56㎡,水碓子东路,朝阳
南 北        ,顺义城,高楼层（13层）,3000,2室1厅1卫,整租·仁和花园二区2室1厅南/北,89㎡,仁和花园二区,顺义
南        ,苏州桥,低楼层（6层）,3200,1室0厅1卫,整租·稻香园甲1室0厅南,10㎡,稻香园甲,海淀
东        ,永定门,高楼层（6层）,4000,1室1厅1卫,整租·西革新里110号院1室1厅东,45㎡,西革新里110号院,东城
南 北        ,黄村中,高楼层（6层）,3100,2室1厅1卫,整租·黄村西里2室1厅南/北,66㎡,黄村西里,大兴
南 北        ,潘家园,高楼层（6层）,5600,2室1厅1卫,整租·松榆里2室1厅南/北,52㎡,松榆里,朝阳
东 西        ,紫竹桥,高楼层（6层）,6000,2室1厅1卫,整租·车道沟南里2室1厅东/西,57㎡,车道沟南里,海淀
南        ,和义,中楼层（6层）,5190,2室1厅1卫,整租·和义东里五区2室1厅南,60㎡,和义东里五区,丰台
东        ,玉泉路,低楼层（5层）,4400,1室1厅1卫,整租·玉泉路16号院1室1厅东,58㎡,玉泉路16号院,海淀
南        ,芍药居,高楼层（5层）,6430,1室1厅1卫,整租·芍药居5号院1室1厅南,40㎡,芍药居5号院,朝阳
东北        ,首都机场,高楼层（4层）,3000,2室1厅1卫,整租·燕翔西里2室1厅东北,46㎡,燕翔西里,朝阳
南        ,科技园区,低楼层（18层）,5030,1室1厅1卫,整租·幸福家园5号院1室1厅南,50㎡,幸福家园5号院,丰台
东        ,古城,高楼层（5层）,2200,1室0厅1卫,整租·古城南路1室0厅东,15㎡,古城南路,石景山
东        ,团结湖,低楼层（16层）,6760,2室1厅1卫,整租·团结湖东里2室1厅东,58㎡,团结湖东里,朝阳
南        ,垡头,高楼层（6层）,3500,1室1厅1卫,整租·垡头西里一区1室1厅南,38㎡,垡头西里一区,朝阳
东        ,定福庄,低楼层（18层）,4100,1室1厅1卫,整租·定福庄西街1室1厅东,50㎡,定福庄西街,朝阳
南        ,潘家园,中楼层（18层）,4500,1室1厅1卫,整租·松榆里1室1厅南,45㎡,松榆里,朝阳
东        ,东四,低楼层（1层）,6000,1室1厅1卫,整租·东四八条1室1厅东,33㎡,东四八条,东城
西北        ,长阳,中楼层（11层）,2500,1室1厅1卫,整租·加州水郡四期1室1厅西北,59㎡,加州水郡四期,房山
西北        ,安宁庄,高楼层（19层）,5300,1室1厅1卫,整租·清上园1室1厅西北,58㎡,清上园,海淀
北        ,高碑店,低楼层（24层）,4600,1室0厅1卫,整租·兴隆家园1室0厅北,36㎡,兴隆家园,朝阳
南        ,甘露园,高楼层（5层）,4500,1室1厅1卫,整租·甘露家园1室1厅南,46㎡,甘露家园,朝阳
南 北        ,北苑,高楼层（6层）,5500,2室1厅1卫,整租·北苑3号院2室1厅南/北,57㎡,北苑3号院,朝阳
南 北        ,紫竹桥,低楼层（6层）,5500,2室1厅1卫,整租·三虎桥2室1厅南/北,50㎡,三虎桥,海淀
南 北        ,甜水园,中楼层（5层）,6000,2室1厅1卫,整租·延静里2室1厅南/北,62㎡,延静里,朝阳
东        ,马连道,中楼层（28层）,3800,1室0厅1卫,整租·北欧印象1室0厅东,29㎡,北欧印象,西城
南        ,定福庄,中楼层（6层）,3800,1室1厅1卫,整租·三间房南里7号院1室1厅南,38㎡,三间房南里7号院,朝阳
南 北        ,常营,低楼层（15层）,6000,2室1厅1卫,整租·柏林爱乐四期2室1厅南/北,94㎡,柏林爱乐四期,朝阳
东南        ,甘露园,中楼层（6层）,5500,2室1厅1卫,整租·甘露园南里2室1厅东南,57㎡,甘露园南里,朝阳
南        ,朝阳门外,中楼层（16层）,6360,1室1厅1卫,整租·东大桥路1室1厅南,32㎡,东大桥路,朝阳
南        ,地安门,低楼层（1层）,2800,1室0厅1卫,整租·北下洼子胡同1室0厅南,19㎡,北下洼子胡同,东城
南        ,劲松,低楼层（24层）,4800,1室1厅1卫,整租·农光里1室1厅南,48㎡,农光里,朝阳
东 西        ,五里店,高楼层（6层）,2800,1室1厅1卫,整租·五里店南里1室1厅东/西,41㎡,五里店南里,丰台
南        ,沙河,高楼层（18层）,4290,1室1厅1卫,整租·巩华家园1室1厅南,58㎡,巩华家园,昌平
东        ,东四,低楼层（1层）,3500,1室0厅1卫,整租·西仓门胡同1室0厅东,15㎡,西仓门胡同,东城
南        ,学院路,中楼层（29层）,6000,1室1厅1卫,整租·八家嘉苑1室1厅南,45㎡,八家嘉苑,海淀
东        ,方庄,中楼层（29层）,4500,1室0厅1卫,整租·10AM新坐标1室0厅东,46㎡,10AM新坐标,朝阳
东        ,广渠门,低楼层（29层）,5500,1室1厅1卫,整租·广渠家园1室1厅东,51㎡,广渠家园,东城
南        ,青塔,高楼层（6层）,3600,1室1厅1卫,整租·青塔芳园1室1厅南,46㎡,青塔芳园,丰台
南 北        ,西红门,低楼层（6层）,3000,2室1厅1卫,整租·金荣园2室1厅南/北,66㎡,金荣园,大兴
南 北        ,良乡,低楼层（6层）,2700,3室1厅1卫,整租·西潞园一里3室1厅南/北,71㎡,西潞园一里,房山
南        ,牛街,中楼层（16层）,5000,1室1厅1卫,整租·盆儿胡同62号院1室1厅南,49㎡,盆儿胡同62号院,西城
南        ,赵公口,中楼层（6层）,3600,1室1厅1卫,整租·大红门东后街1室1厅南,42㎡,大红门东后街,丰台
南        ,滨河西区,高楼层（6层）,2300,1室1厅1卫,整租·新桥南大街1室1厅南,41㎡,新桥南大街,门头沟
南 北        ,梨园,高楼层（6层）,3300,2室2厅1卫,整租·桃花岛2室2厅南/北,68㎡,桃花岛,通州
南        ,望京,高楼层（6层）,5000,1室1厅1卫,整租·花家地小区1室1厅南,42㎡,花家地小区,朝阳
南 北        ,天宫院南,高楼层（6层）,2800,2室1厅1卫,整租·一品嘉园2室1厅南/北,88㎡,一品嘉园,大兴
南        ,北苑,低楼层（21层）,6390,1室1厅1卫,整租·中国铁建国际城1室1厅南,48㎡,中国铁建国际城,朝阳
南 北        ,青塔,高楼层（6层）,4100,2室1厅1卫,整租·青塔秀园2室1厅南/北,63㎡,青塔秀园,丰台
北        ,甘露园,中楼层（6层）,6790,2室1厅1卫,整租·康家园2室1厅北,61㎡,康家园,朝阳
南        ,西坝河,高楼层（16层）,6000,2室1厅1卫,整租·光熙门北里2室1厅南,59㎡,光熙门北里,朝阳
南        ,玉泉营,高楼层（20层）,4990,1室1厅1卫,整租·首经贸中街1号院1室1厅南,39㎡,首经贸中街1号院,丰台
北        ,清河,低楼层（4层）,4400,1室1厅1卫,整租·小营东路5号院1室1厅北,42㎡,小营东路5号院,海淀
南        ,燕莎,高楼层（7层）,7290,2室1厅1卫,整租·东方东路2室1厅南,60㎡,东方东路,朝阳
南 北        ,双桥,中楼层（7层）,5000,2室1厅1卫,整租·温泉东里2室1厅南/北,96㎡,温泉东里,朝阳
东        ,常营,高楼层（17层）,6630,2室1厅1卫,整租·北京像素北区2室1厅东,46㎡,北京像素北区,朝阳
西        ,马连洼,中楼层（10层）,5100,1室0厅1卫,整租·树村丽景苑1室0厅西,44㎡,树村丽景苑,海淀
南        ,石佛营,低楼层（28层）,7190,1室1厅1卫,整租·东风苑小区1室1厅南,55㎡,东风苑小区,朝阳
东南        ,长阳,低楼层（15层）,2600,1室1厅1卫,整租·九洲溪雅苑二区1室1厅东南,73㎡,九洲溪雅苑二区,房山
南 北        ,玉泉营,高楼层（6层）,4300,1室1厅1卫,整租·万柳园小区1室1厅南/北,43㎡,万柳园小区,丰台
北        ,亦庄,高楼层（23层）,3500,1室0厅1卫,整租·国融国际1室0厅北,33㎡,国融国际,亦庄开发区
