house_name,directon,xiaoqu,house_price,meters,region,floor,area,zone 
整租·华贸城1室0厅东,东        ,华贸城,5700,53㎡,北苑,中楼层（17层）,朝阳,1室0厅1卫
整租·南苑北里二区2室1厅南/北,南 北        ,南苑北里二区,3500,65㎡,和义,高楼层（6层）,丰台,2室1厅1卫
整租·葛布店北里2室1厅南/北,南 北        ,葛布店北里,3400,58㎡,果园,低楼层（6层）,通州,2室1厅1卫
整租·北京新天地四期1室1厅西南,西南        ,北京新天地四期,5500,66㎡,常营,高楼层（20层）,朝阳,1室1厅1卫
整租·牛街西里1室1厅东,东        ,牛街西里,5700,55㎡,牛街,高楼层（20层）,西城,1室1厅1卫
整租·东四块玉南街30号院2室1厅南/北,南 北        ,东四块玉南街30号院,5300,58㎡,左安门,高楼层（6层）,东城,2室1厅1卫
整租·拱辰大街2室1厅南/北,南 北        ,拱辰大街,1700,56㎡,良乡,中楼层（7层）,房山,2室1厅1卫
整租·右外东庄2室1厅南,南        ,右外东庄,4000,50㎡,北京南站,中楼层（6层）,丰台,2室1厅1卫
整租·展春园1室1厅南,南        ,展春园,5500,42㎡,五道口,高楼层（6层）,海淀,1室1厅1卫
整租·明春西园1室1厅南/北,南 北        ,明春西园,3300,71㎡,科技园区,低楼层（6层）,大兴,1室1厅1卫
整租·交大东路7号院2室0厅南,南        ,交大东路7号院,5700,31㎡,西直门,中楼层（6层）,海淀,2室0厅1卫
整租·南新园1室1厅南,南        ,南新园,5200,55㎡,华威桥,高楼层（24层）,朝阳,1室1厅1卫
整租·清源西里1室1厅南,南        ,清源西里,3500,41㎡,枣园,中楼层（6层）,大兴,1室1厅1卫
整租·老山驾校3室1厅南/北,南 北        ,老山驾校,4000,70㎡,老山,高楼层（6层）,石景山,3室1厅1卫
整租·双桥中路10号南院2室1厅南/北,南 北        ,双桥中路10号南院,4400,76㎡,双桥,高楼层（6层）,朝阳,2室1厅1卫
整租·裕瑞轩1室1厅西/北,西 北        ,裕瑞轩,6000,70㎡,奥林匹克公园,低楼层（15层）,朝阳,1室1厅1卫
整租·后现代城B区1室0厅北,北        ,后现代城B区,6000,50㎡,大望路,低楼层（18层）,朝阳,1室0厅1卫
整租·君堂好园2室1厅南/北,南 北        ,君堂好园,4500,85㎡,十八里店,中楼层（6层）,朝阳,2室1厅1卫
整租·高家园二区1室1厅南,南        ,高家园二区,5300,48㎡,酒仙桥,低楼层（16层）,朝阳,1室1厅1卫
整租·玉桥南里2室1厅南/北,南 北        ,玉桥南里,3000,65㎡,玉桥,高楼层（6层）,通州,2室1厅1卫
整租·万寿路小区1室1厅东,东        ,万寿路小区,4800,47㎡,公主坟,中楼层（6层）,海淀,1室1厅1卫
整租·林校北里2室1厅南/北,南 北        ,林校北里,2900,61㎡,黄村火车站,高楼层（6层）,大兴,2室1厅1卫
整租·五月华庭1室0厅北,北        ,五月华庭,5100,34㎡,新街口,高楼层（12层）,海淀,1室0厅1卫
整租·劲松二区1室1厅东/北,东 北        ,劲松二区,4800,48㎡,劲松,中楼层（16层）,朝阳,1室1厅1卫
整租·东兴一区2室1厅南/北,南 北        ,东兴一区,3200,65㎡,顺义城,高楼层（6层）,顺义,2室1厅1卫
整租·管庄新村1室1厅南,南        ,管庄新村,4600,54㎡,双桥,中楼层（18层）,朝阳,1室1厅1卫
整租·北蜂窝30号院1室1厅南,南        ,北蜂窝30号院,5500,39㎡,军博,高楼层（4层）,海淀,1室1厅1卫
整租·花园新区2室1厅北,北        ,花园新区,5500,60㎡,清河,中楼层（19层）,海淀,2室1厅1卫
整租·南湖东园二区1室1厅西,西        ,南湖东园二区,6000,54㎡,望京,中楼层（14层）,朝阳,1室1厅1卫
整租·双桥五号井2室1厅南/北,南 北        ,双桥五号井,3100,40㎡,双桥,低楼层（3层）,朝阳,2室1厅1卫
整租·八里庄东里2室1厅西,西        ,八里庄东里,5000,50㎡,四惠,高楼层（6层）,朝阳,2室1厅1卫
整租·建材城西二里1室1厅东,东        ,建材城西二里,4200,46㎡,西三旗,中楼层（6层）,海淀,1室1厅1卫
整租·滨河西里2室1厅西,西        ,滨河西里,3100,55㎡,枣园,高楼层（6层）,大兴,2室1厅1卫
整租·保利西山林语1室1厅南,南        ,保利西山林语,4700,49㎡,海淀北部新区,高楼层（7层）,海淀,1室1厅1卫
整租·百荣嘉园2室1厅南,南        ,百荣嘉园,5400,60㎡,永定门,中楼层（21层）,东城,2室1厅1卫
整租·绿城百合公寓玉泉苑1室1厅南,南        ,绿城百合公寓玉泉苑,2700,66㎡,阎村,中楼层（12层）,房山,1室1厅1卫
整租·十里堡南区1室1厅南,南        ,十里堡南区,5300,53㎡,石佛营,高楼层（6层）,朝阳,1室1厅1卫
整租·宋庄路2室1厅东/西,东 西        ,宋庄路,4600,51㎡,宋家庄,低楼层（6层）,丰台,2室1厅1卫
整租·育新花园1室1厅南,南        ,育新花园,4500,47㎡,西三旗,中楼层（5层）,海淀,1室1厅1卫
整租·马甸南村1室1厅南,南        ,马甸南村,6000,61㎡,马甸,中楼层（13层）,西城,1室1厅1卫
整租·燕保祈东家园2室1厅南,南        ,燕保祈东家园,5400,80㎡,垡头,高楼层（28层）,朝阳,2室1厅1卫
整租·华远和墅2室1厅东,东        ,华远和墅,2800,86㎡,大兴其它,高楼层（3层）,大兴,2室1厅1卫
整租·和义东里一区2室1厅南/北,南 北        ,和义东里一区,3900,67㎡,和义,高楼层（6层）,丰台,2室1厅1卫
整租·八角南里2室1厅东/北,东 北        ,八角南里,4000,74㎡,八角,中楼层（24层）,石景山,2室1厅1卫
整租·新中西里1室1厅南,南        ,新中西里,6200,38㎡,东直门,高楼层（5层）,东城,1室1厅1卫
整租·西洼地2室1厅南,南        ,西洼地,3000,47㎡,和义,低楼层（5层）,丰台,2室1厅1卫
整租·远见名苑1室0厅西,西        ,远见名苑,5600,58㎡,广安门,高楼层（24层）,西城,1室0厅1卫
整租·和义东里四区2室1厅东/西,东 西        ,和义东里四区,3600,59㎡,和义,中楼层（6层）,丰台,2室1厅1卫
整租·夏霖园2室1厅南/北,南 北        ,夏霖园,6000,55㎡,西北旺,低楼层（6层）,海淀,2室1厅1卫
整租·广宁村2室1厅南,南        ,广宁村,3100,60㎡,苹果园,高楼层（6层）,石景山,2室1厅1卫
整租·银海星月2室1厅南/北,南 北        ,银海星月,4600,99㎡,卢沟桥,中楼层（6层）,丰台,2室1厅1卫
整租·北街家园六区1室0厅西,西        ,北街家园六区,2100,29㎡,沙河,低楼层（18层）,昌平,1室0厅1卫
整租·永顺南街232号院1室1厅南,南        ,永顺南街232号院,2600,43㎡,万达,低楼层（6层）,通州,1室1厅1卫
整租·华发颐园1室1厅东,东        ,华发颐园,6000,60㎡,北苑,中楼层（19层）,朝阳,1室1厅1卫
整租·港馨家园东区2室1厅南/北,南 北        ,港馨家园东区,2700,97㎡,顺义城,低楼层（6层）,顺义,2室1厅1卫
整租·林校北里2室1厅南,南        ,林校北里,3000,52㎡,黄村火车站,中楼层（5层）,大兴,2室1厅1卫
整租·水利局一处宿舍2室1厅南/北,南 北        ,水利局一处宿舍,5000,61㎡,安宁庄,高楼层（5层）,海淀,2室1厅1卫
整租·农光里2室1厅南/北,南 北        ,农光里,5800,66㎡,劲松,地下室（6层）,朝阳,2室1厅1卫
整租·长青园1室1厅东,东        ,长青园,4800,52㎡,左安门,高楼层（6层）,东城,1室1厅1卫
整租·永泰庄甲6号院2室1厅南/北,南 北        ,永泰庄甲6号院,5500,55㎡,清河,中楼层（6层）,海淀,2室1厅1卫
整租·杨庄22号院1室1厅南/北,南 北        ,杨庄22号院,3500,57㎡,通州北苑,低楼层（6层）,通州,1室1厅1卫
整租·沿海赛洛城五期1室1厅东,东        ,沿海赛洛城五期,5700,54㎡,百子湾,高楼层（25层）,朝阳,1室1厅1卫
整租·鼓楼北街3号2室1厅东,东        ,鼓楼北街3号,3000,57㎡,鼓楼大街,高楼层（6层）,昌平,2室1厅1卫
整租·强佑清河新城1室0厅东南,东南        ,强佑清河新城,6000,65㎡,清河,高楼层（27层）,海淀,1室0厅1卫
整租·西坝河东里1室1厅南,南        ,西坝河东里,4500,45㎡,西坝河,高楼层（18层）,朝阳,1室1厅1卫
整租·京泉馨苑2室1厅南/北,南 北        ,京泉馨苑,4800,95㎡,西山,地下室（5层）,海淀,2室1厅1卫
整租·南新园1室1厅南,南        ,南新园,4800,50㎡,华威桥,高楼层（24层）,朝阳,1室1厅1卫
整租·石园东区2室1厅南/北,南 北        ,石园东区,3200,60㎡,顺义城,高楼层（6层）,顺义,2室1厅1卫
整租·南平里2室1厅南/北,南 北        ,南平里,3500,65㎡,首都机场,高楼层（6层）,朝阳,2室1厅1卫
整租·东军庄2室1厅南,南        ,东军庄,3800,57㎡,管庄,高楼层（6层）,朝阳,2室1厅1卫
整租·马坡花园一区1室2厅南/北,南 北        ,马坡花园一区,2600,83㎡,马坡,中楼层（6层）,顺义,1室2厅1卫
整租·望都新地2室1厅南/北,南 北        ,望都新地,4000,89㎡,北七家,高楼层（6层）,昌平,2室1厅1卫
整租·幸福东区1室0厅南/北,南 北        ,幸福东区,3000,42㎡,顺义城,低楼层（6层）,顺义,1室0厅1卫
整租·远洋一方溪语苑2室1厅南/北,南 北        ,远洋一方溪语苑,5900,89㎡,双桥,低楼层（11层）,朝阳,2室1厅1卫
整租·八角北里2室1厅南/北,南 北        ,八角北里,4200,66㎡,八角,中楼层（6层）,石景山,2室1厅1卫
整租·朝阳公园西里北区1室1厅东/西,东 西        ,朝阳公园西里北区,5500,46㎡,农展馆,中楼层（6层）,朝阳,1室1厅1卫
整租·新城东里2室1厅南/北,南 北        ,新城东里,3300,56㎡,万达,高楼层（5层）,通州,2室1厅1卫
整租·华发颐园1室0厅西,西        ,华发颐园,5900,61㎡,北苑,中楼层（19层）,朝阳,1室0厅1卫
整租·迎喜家园2室1厅南/北,南 北        ,迎喜家园,3000,87㎡,临河里,高楼层（6层）,通州,2室1厅1卫
整租·卢沟桥南里3室1厅南/北,南 北        ,卢沟桥南里,4000,75㎡,卢沟桥,高楼层（6层）,丰台,3室1厅1卫
整租·南庭新苑南区1室1厅东,东        ,南庭新苑南区,3900,51㎡,新宫,低楼层（15层）,丰台,1室1厅1卫
整租·农光里2室1厅南/北,南 北        ,农光里,5700,56㎡,劲松,中楼层（6层）,朝阳,2室1厅1卫
整租·和平街十五区1号院1室1厅南/北,南 北        ,和平街十五区1号院,5500,45㎡,和平里,高楼层（14层）,朝阳,1室1厅1卫
整租·柏林爱乐二期1室0厅北,北        ,柏林爱乐二期,4800,49㎡,常营,中楼层（21层）,朝阳,1室0厅1卫
整租·双龙南里2室1厅东/西,东 西        ,双龙南里,5600,61㎡,华威桥,中楼层（6层）,朝阳,2室1厅1卫
整租·红居斜街4号院2室1厅南,南        ,红居斜街4号院,5000,51㎡,广安门,高楼层（5层）,西城,2室1厅1卫
整租·皂君东里1室1厅南,南        ,皂君东里,5800,42㎡,皂君庙,中楼层（6层）,海淀,1室1厅1卫
整租·永泰东里1室1厅南,南        ,永泰东里,4600,46㎡,清河,中楼层（6层）,海淀,1室1厅1卫
整租·兆丰园2室1厅东,东        ,兆丰园,4200,63㎡,青塔,低楼层（7层）,丰台,2室1厅1卫
整租·和平里三区1室1厅西南,西南        ,和平里三区,5600,38㎡,和平里,地下室（6层）,东城,1室1厅1卫
整租·冷冻机械厂宿舍2室1厅南/北,南 北        ,冷冻机械厂宿舍,3200,54㎡,九棵树(家乐福),高楼层（5层）,通州,2室1厅1卫
整租·朝阳新城三区2室1厅东/西/北,东 西 北        ,朝阳新城三区,4700,86㎡,东坝,中楼层（6层）,朝阳,2室1厅1卫
整租·供电局家属楼2室1厅南/北,南 北        ,供电局家属楼,2700,57㎡,顺义城,低楼层（4层）,顺义,2室1厅1卫
整租·和平里三区1室1厅东南,东南        ,和平里三区,5600,41㎡,和平里,高楼层（6层）,东城,1室1厅1卫
整租·东方生活区1室2厅南/北,南 北        ,东方生活区,3100,56㎡,万达,高楼层（5层）,通州,1室2厅1卫
整租·世安家园1室1厅南,南        ,世安家园,6000,58㎡,望京,低楼层（24层）,朝阳,1室1厅1卫
整租·永泰园1室1厅南,南        ,永泰园,5100,61㎡,清河,中楼层（6层）,海淀,1室1厅1卫
整租·上潞园2室2厅南/北,南 北        ,上潞园,3300,93㎡,潞苑,中楼层（6层）,通州,2室2厅2卫
整租·云景西里南区2室2厅南/北,南 北        ,云景西里南区,3600,94㎡,梨园,高楼层（6层）,通州,2室2厅1卫
整租·北京机械学院家属楼2室1厅南,南        ,北京机械学院家属楼,5500,51㎡,清河,中楼层（6层）,海淀,2室1厅1卫
整租·高巢1室0厅东/北,东 北        ,高巢,5000,55㎡,清河,中楼层（15层）,海淀,1室0厅1卫
整租·和义东里一区2室1厅南/北,南 北        ,和义东里一区,3800,58㎡,和义,高楼层（6层）,丰台,2室1厅1卫
整租·磨房北里1室1厅南,南        ,磨房北里,4500,39㎡,北工大,低楼层（6层）,朝阳,1室1厅1卫
整租·康家园1室1厅南/北,南 北        ,康家园,5000,45㎡,甘露园,低楼层（6层）,朝阳,1室1厅1卫
整租·柏林爱乐二期1室1厅西北,西北        ,柏林爱乐二期,5800,82㎡,常营,中楼层（22层）,朝阳,1室1厅1卫
整租·北街家园八区2室1厅南/北,南 北        ,北街家园八区,3800,89㎡,沙河,高楼层（17层）,昌平,2室1厅1卫
整租·西坝河东里1室1厅东南,东南        ,西坝河东里,5000,38㎡,西坝河,中楼层（24层）,朝阳,1室1厅1卫
整租·上林溪1室0厅南,南        ,上林溪,5500,44㎡,安宁庄,低楼层（11层）,海淀,1室0厅1卫
整租·张仪村4号院1室1厅东,东        ,张仪村4号院,4000,61㎡,青塔,低楼层（6层）,丰台,1室1厅1卫
整租·垂杨柳北里2室1厅南/北,南 北        ,垂杨柳北里,5500,47㎡,劲松,低楼层（5层）,朝阳,2室1厅1卫
整租·DBC加州小镇1室0厅南,南        ,DBC加州小镇,3100,43㎡,临河里,低楼层（11层）,通州,1室0厅1卫
整租·田村37号院2室1厅南/北,南 北        ,田村37号院,6000,65㎡,田村,高楼层（6层）,海淀,2室1厅1卫
整租·六里屯三区1室0厅东,东        ,六里屯三区,4500,45㎡,海淀北部新区,低楼层（10层）,海淀,1室0厅1卫
整租·毛纺厂南小区2室1厅南,南        ,毛纺厂南小区,5000,50㎡,清河,高楼层（5层）,海淀,2室1厅1卫
整租·绿城百合公寓玉泉苑1室1厅南,南        ,绿城百合公寓玉泉苑,2500,66㎡,阎村,中楼层（17层）,房山,1室1厅1卫
整租·巴克摩界1室0厅北,北        ,巴克摩界,3500,42㎡,果园,中楼层（11层）,通州,1室0厅1卫
整租·东亚首航国际1房间南,南        ,东亚首航国际,2500,34㎡,顺义其它,低楼层（9层）,顺义,1房间1卫
整租·官悦欣园A区1室1厅南,南        ,官悦欣园A区,5100,57㎡,欢乐谷,中楼层（27层）,朝阳,1室1厅1卫
整租·似海怡家1室1厅东北,东北        ,似海怡家,5900,46㎡,牛街,中楼层（25层）,西城,1室1厅1卫
整租·新中西街1室1厅东/西,东 西        ,新中西街,5600,58㎡,朝阳门外,高楼层（7层）,东城,1室1厅1卫
整租·车站西街9号院2室1厅南/北,南 北        ,车站西街9号院,5800,79㎡,广安门,中楼层（6层）,西城,2室1厅1卫
整租·风格与林苑1室1厅南,南        ,风格与林苑,3700,55㎡,花乡,低楼层（7层）,丰台,1室1厅1卫
整租·定慧北里1室1厅南,南        ,定慧北里,4500,48㎡,定慧寺,高楼层（5层）,海淀,1室1厅1卫
整租·宝盛北里2室1厅南/北,南 北        ,宝盛北里,5800,72㎡,清河,高楼层（6层）,海淀,2室1厅1卫
整租·樱花园二区1室1厅南/北,南 北        ,樱花园二区,2400,37㎡,李桥,低楼层（6层）,顺义,1室1厅1卫
整租·葛布店东里3室1厅南/北,南 北        ,葛布店东里,3600,60㎡,果园,低楼层（6层）,通州,3室1厅1卫
整租·禄米仓胡同1室0厅南/西,南 西        ,禄米仓胡同,4300,30㎡,朝阳门内,低楼层（1层）,东城,1室0厅1卫
整租·水仙园1室0厅北,北        ,水仙园,3200,42㎡,武夷花园,中楼层（6层）,通州,1室0厅1卫
整租·永定门东街东里2室1厅南/北,南 北        ,永定门东街东里,5500,50㎡,天坛,高楼层（6层）,东城,2室1厅1卫
整租·十里堡北里1室1厅南,南        ,十里堡北里,5500,41㎡,十里堡,中楼层（6层）,朝阳,1室1厅1卫
整租·呼家楼西里1室1厅东南,东南        ,呼家楼西里,5200,44㎡,红庙,低楼层（7层）,朝阳,1室1厅1卫
整租·联港嘉园D区2室1厅南/北,南 北        ,联港嘉园D区,2500,88㎡,大兴其它,中楼层（6层）,大兴,2室1厅1卫
整租·石园南区2室1厅南/北,南 北        ,石园南区,2500,86㎡,顺义城,低楼层（6层）,顺义,2室1厅1卫
整租·青塔东里7号院2室1厅东南,东南        ,青塔东里7号院,4300,53㎡,青塔,高楼层（6层）,丰台,2室1厅1卫
整租·南开西里2室1厅南/北,南 北        ,南开西里,4200,54㎡,看丹桥,高楼层（6层）,丰台,2室1厅1卫
整租·北湖渠2室1厅南,南        ,北湖渠,5600,54㎡,亚运村小营,低楼层（3层）,朝阳,2室1厅1卫
整租·观音景园二期2室1厅南/北,南 北        ,观音景园二期,5200,96㎡,百子湾,中楼层（6层）,朝阳,2室1厅1卫
整租·首创悦都汇2室1厅北,北        ,首创悦都汇,2300,73㎡,大兴其它,高楼层（7层）,大兴,2室1厅1卫
整租·伟业嘉园西里1室1厅南,南        ,伟业嘉园西里,2300,52㎡,良乡,低楼层（5层）,房山,1室1厅1卫
整租·三丰里小区1室1厅东/西,东 西        ,三丰里小区,6100,41㎡,朝阳门外,高楼层（6层）,朝阳,1室1厅1卫
整租·北亚花园2室1厅东/西,东 西        ,北亚花园,3200,81㎡,北七家,高楼层（6层）,昌平,2室1厅1卫
整租·东柳西里2室0厅南,南        ,东柳西里,3900,46㎡,双桥,中楼层（5层）,朝阳,2室0厅1卫
整租·永泰西里2室1厅南/北,南 北        ,永泰西里,5600,58㎡,清河,低楼层（6层）,海淀,2室1厅1卫
整租·金星小区1室1厅南,南        ,金星小区,4000,43㎡,定福庄,高楼层（6层）,朝阳,1室1厅1卫
整租·高家园一区1室1厅南,南        ,高家园一区,5200,40㎡,酒仙桥,高楼层（6层）,朝阳,1室1厅1卫
整租·朝丰家园1室1厅南,南        ,朝丰家园,3500,56㎡,豆各庄,低楼层（18层）,朝阳,1室1厅1卫
整租·苹果园小区一区1室1厅南/北,南 北        ,苹果园小区一区,3800,45㎡,苹果园,高楼层（6层）,石景山,1室1厅1卫
整租·和平街十区1室1厅南,南        ,和平街十区,5900,50㎡,和平里,高楼层（4层）,朝阳,1室1厅1卫
整租·定慧东里1室1厅西南,西南        ,定慧东里,5000,42㎡,定慧寺,低楼层（16层）,海淀,1室1厅1卫
整租·五里店南里1室1厅南/北,南 北        ,五里店南里,3000,50㎡,五里店,高楼层（6层）,丰台,1室1厅1卫
整租·柳岸景园1室1厅南,南        ,柳岸景园,2900,50㎡,乔庄,高楼层（6层）,通州,1室1厅1卫
整租·万年花城新回迁1室0厅西,西        ,万年花城新回迁,4200,42㎡,玉泉营,高楼层（15层）,丰台,1室0厅1卫
整租·盛春坊2室2厅南/北,南 北        ,盛春坊,3200,64㎡,郁花园,低楼层（6层）,大兴,2室2厅1卫
整租·电建南院2室1厅南/北,南 北        ,电建南院,4900,69㎡,定福庄,高楼层（6层）,朝阳,2室1厅1卫
整租·新外大街甲28号2室1厅东/西,东 西        ,新外大街甲28号,5900,48㎡,德胜门,中楼层（5层）,西城,2室1厅1卫
整租·格林云墅4室2厅南/北,南 北        ,格林云墅,3200,138㎡,大兴其它,高楼层（9层）,大兴,4室2厅2卫
整租·馨港庄园二区1室1厅东/北,东 北        ,馨港庄园二区,2800,52㎡,李桥,低楼层（6层）,顺义,1室1厅1卫
整租·牛街西里1室1厅西南,西南        ,牛街西里,5800,58㎡,牛街,低楼层（19层）,西城,1室1厅1卫
整租·北关东路社区1室1厅南,南        ,北关东路社区,2000,37㎡,良乡,中楼层（5层）,房山,1室1厅1卫
整租·花雨汀2室1厅南/北,南 北        ,花雨汀,3500,95㎡,南邵,高楼层（6层）,昌平,2室1厅1卫
整租·光熙门北里1室1厅南,南        ,光熙门北里,5500,41㎡,西坝河,低楼层（22层）,朝阳,1室1厅1卫
整租·中建雅颂居2室1厅西,西        ,中建雅颂居,3000,65㎡,潞苑,中楼层（22层）,通州,2室1厅1卫
整租·小黄庄一区1室1厅南/北,南 北        ,小黄庄一区,5500,42㎡,安贞,低楼层（21层）,东城,1室1厅1卫
整租·摩卡空间1室0厅南,南        ,摩卡空间,3100,37㎡,万达,高楼层（11层）,通州,1室0厅1卫
整租·怡馨家园2室1厅东,东        ,怡馨家园,3100,73㎡,顺义城,中楼层（15层）,顺义,2室1厅1卫
整租·康泉小区2室1厅东北,东北        ,康泉小区,5400,75㎡,双桥,中楼层（28层）,朝阳,2室1厅1卫
整租·京科苑2室1厅南/北,南 北        ,京科苑,3200,63㎡,东关,高楼层（7层）,昌平,2室1厅1卫
整租·复兴路甲65号1室1厅南,南        ,复兴路甲65号,5000,46㎡,万寿路,低楼层（12层）,海淀,1室1厅1卫
整租·潘家园小区2室1厅东南,东南        ,潘家园小区,5500,71㎡,潘家园,高楼层（12层）,朝阳,2室1厅1卫
整租·轮胎厂宿舍1室1厅南/北,南 北        ,轮胎厂宿舍,4500,58㎡,西三旗,中楼层（6层）,海淀,1室1厅1卫
整租·华贸城1室0厅南,南        ,华贸城,5800,55㎡,北苑,低楼层（28层）,朝阳,1室0厅1卫
整租·久敬佳园一区2室1厅南/北/东北,南 北 东北        ,久敬佳园一区,4150,75㎡,和义,高楼层（6层）,丰台,2室1厅1卫
整租·苹果园小区一区1室1厅东,东        ,苹果园小区一区,4000,57㎡,苹果园,中楼层（14层）,石景山,1室1厅1卫
整租·南苑北里一区2室1厅南/北,南 北        ,南苑北里一区,3600,59㎡,和义,中楼层（6层）,丰台,2室1厅1卫
整租·八里庄北里小区2室1厅西北,西北        ,八里庄北里小区,6000,61㎡,石佛营,高楼层（12层）,朝阳,2室1厅1卫
整租·辉煌国际2房间南,南        ,辉煌国际,5500,46㎡,上地,中楼层（23层）,海淀,2房间1卫
整租·南纬路2号院1室1厅南/北,南 北        ,南纬路2号院,5700,46㎡,陶然亭,高楼层（6层）,西城,1室1厅1卫
整租·广宁村2室1厅南/北,南 北        ,广宁村,3000,60㎡,苹果园,中楼层（6层）,石景山,2室1厅1卫
整租·樱花园1室1厅南,南        ,樱花园,5600,50㎡,惠新西街,低楼层（6层）,朝阳,1室1厅1卫
整租·黑山A1区1室0厅南,南        ,黑山A1区,2100,45㎡,大峪,高楼层（28层）,门头沟,1室0厅1卫
整租·晶都国际1室0厅东南,东南        ,晶都国际,5600,49㎡,酒仙桥,中楼层（21层）,朝阳,1室0厅1卫
整租·宏仁家园2室1厅南/北,南 北        ,宏仁家园,3600,89㎡,马驹桥,中楼层（28层）,亦庄开发区,2室1厅1卫
整租·绿城百合公寓桂雨苑3室2厅南/北,南 北        ,绿城百合公寓桂雨苑,2500,127㎡,阎村,低楼层（6层）,房山,3室2厅2卫
整租·东环路小区2室1厅东/北,东 北        ,东环路小区,2900,55㎡,东关,中楼层（6层）,昌平,2室1厅1卫
整租·垂杨柳北里1室1厅东,东        ,垂杨柳北里,6200,56㎡,劲松,低楼层（18层）,朝阳,1室1厅1卫
整租·建新南区1室0厅南,南        ,建新南区,2500,38㎡,顺义城,低楼层（6层）,顺义,1室0厅1卫
整租·中国铁建顺鑫汇1室1厅南/北,南 北        ,中国铁建顺鑫汇,3000,47㎡,顺义其它,中楼层（9层）,顺义,1室1厅1卫
整租·路劲世界城一期1室1厅东,东        ,路劲世界城一期,3800,61㎡,南邵,中楼层（23层）,昌平,1室1厅1卫
整租·炫特嘉园一期1室0厅南,南        ,炫特嘉园一期,5200,44㎡,石佛营,低楼层（18层）,朝阳,1室0厅1卫
整租·世嘉丽晶2室1厅南/北,南 北        ,世嘉丽晶,4600,83㎡,和义,中楼层（6层）,丰台,2室1厅1卫
整租·安德路47号院1室1厅南,南        ,安德路47号院,4600,35㎡,安定门,地下室（7层）,东城,1室1厅1卫
整租·新悦家园2室1厅南/北,南 北        ,新悦家园,3100,63㎡,鼓楼大街,高楼层（6层）,昌平,2室1厅1卫
整租·建东苑2室1厅南/北,南 北        ,建东苑,5600,87㎡,管庄,高楼层（6层）,朝阳,2室1厅1卫
整租·远见名苑1室0厅北,北        ,远见名苑,5100,43㎡,广安门,低楼层（26层）,西城,1室0厅1卫
整租·义宾南区2室1厅南/北,南 北        ,义宾南区,2800,60㎡,顺义城,高楼层（6层）,顺义,2室1厅1卫
整租·东直门外大街(朝阳）1室1厅北,北        ,东直门外大街(朝阳）,5300,39㎡,工体,中楼层（16层）,朝阳,1室1厅1卫
整租·青荷里南山园1室1厅南/北,南 北        ,青荷里南山园,3200,72㎡,豆各庄,中楼层（29层）,朝阳,1室1厅1卫
整租·SOCO公社3房间南,南        ,SOCO公社,5200,52㎡,西三旗,中楼层（18层）,海淀,3房间1卫
整租·柏林爱乐一期1室1厅西,西        ,柏林爱乐一期,6000,57㎡,常营,高楼层（11层）,朝阳,1室1厅1卫
整租·华信大厦宿舍1室1厅东南,东南        ,华信大厦宿舍,3600,49㎡,杨庄,高楼层（6层）,石景山,1室1厅1卫
整租·万源东里2室1厅南,南        ,万源东里,4000,58㎡,旧宫,中楼层（6层）,丰台,2室1厅1卫
整租·安德里北街25号院1室1厅南/西,南 西        ,安德里北街25号院,5700,49㎡,安定门,中楼层（17层）,东城,1室1厅1卫
整租·双龙南里1室1厅南,南        ,双龙南里,4300,45㎡,华威桥,中楼层（18层）,朝阳,1室1厅1卫
整租·管庄东里2室1厅南/北,南 北        ,管庄东里,4500,68㎡,管庄,低楼层（3层）,朝阳,2室1厅1卫
整租·银地家园2室1厅南/北,南 北        ,银地家园,4500,62㎡,花乡,中楼层（7层）,丰台,2室1厅1卫
整租·磨房南里1室1厅南/北,南 北        ,磨房南里,4800,57㎡,北工大,高楼层（6层）,朝阳,1室1厅1卫
整租·永泰西里1室1厅南,南        ,永泰西里,4800,43㎡,清河,中楼层（6层）,海淀,1室1厅1卫
整租·东环居苑1室1厅南,南        ,东环居苑,6100,59㎡,广渠门,低楼层（22层）,东城,1室1厅1卫
整租·亮甲店小区3室1厅南,南        ,亮甲店小区,5000,44㎡,定慧寺,高楼层（7层）,海淀,3室1厅1卫
整租·潞河中学北街2室1厅南/北,南 北        ,潞河中学北街,3200,63㎡,万达,高楼层（6层）,通州,2室1厅1卫
整租·金隅通和园2室1厅南,南        ,金隅通和园,3300,83㎡,临河里,高楼层（29层）,通州,2室1厅1卫
整租·南海家园一里1室1厅西北,西北        ,南海家园一里,3000,50㎡,大兴其它,高楼层（18层）,大兴,1室1厅1卫
整租·和平街十一区1室1厅北,北        ,和平街十一区,5300,40㎡,和平里,低楼层（16层）,朝阳,1室1厅1卫
整租·东亚瑞晶苑2室1厅南/北,南 北        ,东亚瑞晶苑,3600,79㎡,马驹桥,低楼层（21层）,通州,2室1厅1卫
整租·紫南家园1室1厅南/西/北,南 西 北        ,紫南家园,5500,67㎡,欢乐谷,高楼层（5层）,朝阳,1室1厅1卫
整租·华严北里小区1室1厅南,南        ,华严北里小区,5600,49㎡,健翔桥,低楼层（16层）,朝阳,1室1厅1卫
整租·西辛南区2室1厅南/北,南 北        ,西辛南区,3200,60㎡,顺义城,中楼层（6层）,顺义,2室1厅1卫
整租·南海家园二里1室1厅西南,西南        ,南海家园二里,3100,62㎡,大兴其它,低楼层（18层）,大兴,1室1厅1卫
